"","j...1","j...2","sound","image1","image2","corrAns","main_trials_1.thisTrialN","main_trials_1.thisN","main_trials_1.thisIndex","image_4.started","image_5.started","sound_2.started","key_resp_4.started","key_resp_4.keys","key_resp_4.rt","participant","gender","age","date","expName","psychopyVersion","frameRate","rep"
"1",1,1,"sound/pal_peak_step3.wav","image1/pal_foot.png","image2/pal_shade.png",1,0,0,12,135.2069907,135.2069907,135.5384612,135.537023,"k",2.955527916,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"2",1,1,"sound/tam_filler.wav","image1/tam_filler.png","image2/pam_H_filler.png",2,1,1,56,138.6790405,138.6790405,139.0219686,139.0203008,"d",2.474247709,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"3",1,1,"sound/pal_shape_step2.wav","image1/pal_foot.png","image2/pal_shade.png",1,2,2,26,141.6541854,141.6541854,142.0204549,142.0218262,"d",2.850564042,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"4",1,1,"sound/kam_filler.wav","image1/kam_filler.png","image2/kan_LH_filler.png",2,3,3,47,145.0530196,145.0530196,145.4036574,145.4038652,"d",2.885422083,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"5",1,1,"sound/pal_peak_step2.wav","image1/pal_foot.png","image2/pal_shade.png",1,4,4,11,148.4616545,148.4616545,148.8203413,148.8218651,"k",2.898430125,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"6",1,1,"sound/pal_shape_step5.wav","image1/pal_foot.png","image2/pal_shade.png",1,5,5,29,151.8646213,151.8646213,152.2204718,152.2204994,"d",2.913701458,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"7",1,1,"sound/pal_shape_step4.wav","image1/pal_foot.png","image2/pal_shade.png",1,6,6,28,155.2852834,155.2852834,155.6369646,155.6370761,"d",2.971933625,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"8",1,1,"sound/pang_filler.wav","image1/pang_filler.png","image2/pam_H_filler.png",2,7,7,50,158.7724404,158.7724404,159.1373345,159.138506,"d",2.923467833,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"9",1,1,"sound/nam_filler.wav","image1/nam_filler.png","image2/tam_filler.png",1,8,8,45,162.2359659,162.2359659,162.5718514,162.5701869,"d",2.922687083,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"10",1,1,"sound/pal_H_filler.wav","image1/pal_H_filler.png","image2/khal_filler.png",1,9,9,40,165.6526872,165.6526872,166.0204383,166.0220198,"d",2.928797458,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"11",1,1,"sound/pam_shape_step1.wav","image1/pam_night.png","image2/pam_chestnut.png",1,10,10,20,169.1226573,169.1226573,169.4704028,169.4705898,"d",3.181152084,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"12",1,1,"sound/pam_LH_filler.wav","image1/pam_LH_filler.png","image2/pang_filler.png",1,11,11,33,172.8143345,172.8143345,173.1550384,173.1536808,"d",3.393947417,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"13",1,1,"sound/nan_filler.wav","image1/nan_filler.png","image2/kan_H_filler.png",2,12,12,54,176.7534771,176.7534771,177.0537895,177.055653,"d",2.9557685,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"14",1,1,"sound/kan_shape_step2.wav","image1/kan_taste.png","image2/kan_liver.png",1,13,13,16,180.206231,180.206231,180.521895,180.5221355,"d",2.97013575,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"15",1,1,"sound/pam_shape_step5.wav","image1/pam_night.png","image2/pam_chestnut.png",1,14,14,24,183.6736481,183.6736481,184.0205187,184.0205884,"d",3.004648875,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"16",1,1,"sound/khal_filler.wav","image1/khal_filler.png","image2/tal_filler.png",1,15,15,73,187.2292686,187.2292686,187.5553507,187.555411,"d",2.586701625,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"17",1,1,"sound/khal_filler.wav","image1/khal_filler.png","image2/pal_LH_filler.png",2,16,16,57,190.3034212,190.3034212,190.6708074,190.671862,"d",2.460199375,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"18",1,1,"sound/tam_filler.wav","image1/tam_filler.png","image2/nam_filler.png",1,17,17,62,193.3017123,193.3017123,193.6390263,193.6372557,"d",2.536783333,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"19",1,1,"sound/kan_H_filler.wav","image1/kan_H_filler.png","image2/tan_filler.png",1,18,18,36,196.383745,196.383745,196.7054138,196.7055597,"d",2.674453833,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"20",1,1,"sound/kang_filler.wav","image1/kang_filler.png","image2/kan_H_filler.png",2,19,19,48,199.587314,199.587314,199.8873329,199.88876,"d",2.675181666,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"21",1,1,"sound/pam_shape_step4.wav","image1/pam_night.png","image2/pam_chestnut.png",1,20,20,23,202.7422533,202.7422533,203.072157,203.070505,"d",3.7839875,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"22",1,1,"sound/pal_LH_filler.wav","image1/pal_LH_filler.png","image2/pang_filler.png",1,21,21,35,207.0012564,207.0012564,207.3705901,207.3721101,"d",3.218391041,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"23",1,1,"sound/kam_filler.wav","image1/kam_filler.png","image2/kang_filler.png",1,22,22,69,210.7711037,210.7711037,211.1054679,211.1039718,"d",3.014442084,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"24",1,1,"sound/pam_H_filler.wav","image1/pam_H_filler.png","image2/pan_filler.png",1,23,23,32,214.2855287,214.2855287,214.6220379,214.6206263,"d",3.390630583,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"25",1,1,"sound/tal_filler.wav","image1/tal_filler.png","image2/pal_LH_filler.png",1,24,24,74,218.2144653,218.2144653,218.5208583,218.5223663,"d",2.95481075,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"26",1,1,"sound/khal_filler.wav","image1/khal_filler.png","image2/tal_filler.png",1,25,25,63,221.6739155,221.6739155,221.9889261,221.9889576,"d",2.683025833,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"27",1,1,"sound/pam_peak_step2.wav","image1/pam_night.png","image2/pam_chestnut.png",1,26,26,6,224.8586299,224.8586299,225.1888064,225.1875203,"k",2.963556709,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"28",1,1,"sound/pam_shape_step2.wav","image1/pam_night.png","image2/pam_chestnut.png",1,27,27,21,228.3138148,228.3138148,228.6556035,228.6539993,"d",3.066999667,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"29",1,1,"sound/tam_filler.wav","image1/tam_filler.png","image2/nam_filler.png",1,28,28,72,231.9056189,231.9056189,232.2388801,232.2371284,"d",3.32171125,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"30",1,1,"sound/pal_H_filler.wav","image1/pal_H_filler.png","image2/pan_filler.png",1,29,29,34,235.7313117,235.7313117,236.0722845,236.0706924,"d",2.970041583,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"31",1,1,"sound/tan_filler.wav","image1/tan_filler.png","image2/nan_filler.png",1,30,30,61,239.24044,239.24044,239.555556,239.555564,"d",2.933926708,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"32",1,1,"sound/kan_peak_step3.wav","image1/kan_taste.png","image2/kan_liver.png",1,31,31,2,242.6978669,242.6978669,243.0046291,243.0061382,"k",3.24138425,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"33",1,1,"sound/pal_peak_step4.wav","image1/pal_foot.png","image2/pal_shade.png",1,32,32,13,246.4121252,246.4121252,246.7711673,246.7727738,"k",3.019514416,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"34",1,1,"sound/pal_shape_step1.wav","image1/pal_foot.png","image2/pal_shade.png",1,33,33,25,249.9538675,249.9538675,250.3209118,250.3224716,"d",3.048803375,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"35",1,1,"sound/pam_peak_step4.wav","image1/pam_night.png","image2/pam_chestnut.png",1,34,34,8,253.5585271,253.5585271,253.9039702,253.9045786,"k",3.031631916,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"36",1,1,"sound/pan_filler.wav","image1/pan_filler.png","image2/pang_filler.png",1,35,35,65,257.097098,257.097098,257.4393234,257.4377422,"d",2.961439167,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"37",1,1,"sound/kan_peak_step5.wav","image1/kan_taste.png","image2/kan_liver.png",1,36,36,4,260.5963889,260.5963889,260.9227491,260.9225147,"k",2.974541625,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"38",1,1,"sound/pang_filler.wav","image1/pang_filler.png","image2/pal_H_filler.png",2,37,37,52,264.0592085,264.0592085,264.4209218,264.4226164,"d",2.950287,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"39",1,1,"sound/pan_filler.wav","image1/pan_filler.png","image2/pang_filler.png",1,38,38,70,267.5399002,267.5399002,267.8873917,267.8874616,"d",3.9915525,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"40",1,1,"sound/kan_shape_step4.wav","image1/kan_taste.png","image2/kan_liver.png",1,39,39,18,272.0771805,272.0771805,272.3889861,272.3895015,"d",3.759527959,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"41",1,1,"sound/pam_shape_step3.wav","image1/pam_night.png","image2/pam_chestnut.png",1,40,40,22,276.3269636,276.3269636,276.655504,276.6543651,"d",2.989342458,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"42",1,1,"sound/pam_peak_step1.wav","image1/pam_night.png","image2/pam_chestnut.png",1,41,41,5,279.8157683,279.8157683,280.1707033,280.1711423,"k",3.059685625,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"43",1,1,"sound/pal_peak_step5.wav","image1/pal_foot.png","image2/pal_shade.png",1,42,42,14,283.3978801,283.3978801,283.7394979,283.737561,"k",3.649109458,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"44",1,1,"sound/tam_filler.wav","image1/tam_filler.png","image2/nam_filler.png",1,43,43,67,287.5558773,287.5558773,287.9041128,287.9045969,"d",3.120854875,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"45",1,1,"sound/pam_peak_step3.wav","image1/pam_night.png","image2/pam_chestnut.png",1,44,44,7,291.2056266,291.2056266,291.5392383,291.5375988,"k",3.094826042,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"46",1,1,"sound/tan_filler.wav","image1/tan_filler.png","image2/kan_LH_filler.png",2,45,45,53,294.8208453,294.8208453,295.1558114,295.1543023,"d",2.848260958,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"47",1,1,"sound/kan_peak_step2.wav","image1/kan_taste.png","image2/kan_liver.png",1,46,46,1,298.1915704,298.1915704,298.5224455,298.5210129,"k",2.988339959,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"48",1,1,"sound/tan_filler.wav","image1/tan_filler.png","image2/nan_filler.png",1,47,47,71,301.710686,301.710686,302.0225166,302.0226629,"d",2.882578583,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"49",1,1,"sound/kan_LH_filler.wav","image1/kan_LH_filler.png","image2/nan_filler.png",1,48,48,37,305.0993671,305.0993671,305.4225605,305.422645,"d",2.986415583,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"50",1,1,"sound/kan_H_filler.wav","image1/kan_H_filler.png","image2/kam_filler.png",1,49,49,30,308.5919715,308.5919715,308.9225596,308.9210231,"d",3.712790959,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"51",1,1,"sound/pam_H_filler.wav","image1/pam_H_filler.png","image2/nam_filler.png",1,50,50,38,312.7947551,312.7947551,313.1543829,313.1558547,"d",3.056944667,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"52",1,1,"sound/kan_peak_step1.wav","image1/kan_taste.png","image2/kan_liver.png",1,51,51,0,316.4108071,316.4108071,316.7229072,316.7225917,"k",3.60505175,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"53",1,1,"sound/tal_filler.wav","image1/tal_filler.png","image2/khal_filler.png",1,52,52,46,320.5294391,320.5294391,320.8378209,320.8396344,"d",2.960966333,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"54",1,1,"sound/tal_filler.wav","image1/tal_filler.png","image2/pal_H_filler.png",2,53,53,58,323.9929949,323.9929949,324.30628,324.3060984,"d",2.957270333,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"55",1,1,"sound/pal_shape_step3.wav","image1/pal_foot.png","image2/pal_shade.png",1,54,54,27,327.428363,327.428363,327.7710226,327.771244,"d",3.212131125,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"56",1,1,"sound/kang_filler.wav","image1/kang_filler.png","image2/kam_filler.png",1,55,55,42,331.1605223,331.1605223,331.5044356,331.5049585,"d",2.962316875,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"57",1,1,"sound/pan_filler.wav","image1/pan_filler.png","image2/pam_LH_filler.png",2,56,56,49,334.641487,334.641487,334.9728246,334.9711583,"d",2.966003042,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"58",1,1,"sound/kan_shape_step5.wav","image1/kan_taste.png","image2/kan_liver.png",1,57,57,19,338.1275882,338.1275882,338.456215,338.454565,"d",6.159980416,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"59",1,1,"sound/pan_filler.wav","image1/pan_filler.png","image2/pal_LH_filler.png",2,58,58,51,344.7854671,344.7854671,345.1225991,345.1212385,"d",3.025349459,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"60",1,1,"sound/kan_LH_filler.wav","image1/kan_LH_filler.png","image2/kang_filler.png",1,59,59,31,348.3335595,348.3335595,348.6560959,348.6561634,"d",3.023158333,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"61",1,1,"sound/kam_filler.wav","image1/kam_filler.png","image2/kang_filler.png",2,60,60,59,351.8559525,351.8559525,352.1894292,352.1879557,"d",2.941357833,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"62",1,1,"sound/nan_filler.wav","image1/nan_filler.png","image2/tan_filler.png",1,61,61,44,355.3204487,355.3204487,355.6393916,355.6395701,"d",2.889614959,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"63",1,1,"sound/kan_shape_step1.wav","image1/kan_taste.png","image2/kan_liver.png",1,62,62,15,358.7256626,358.7256626,359.0393824,359.039577,"d",3.577633291,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"64",1,1,"sound/pang_filler.wav","image1/pang_filler.png","image2/pan_filler.png",1,63,63,43,362.7828562,362.7828562,363.1229398,363.1214545,"d",3.368481083,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"65",1,1,"sound/khal_filler.wav","image1/khal_filler.png","image2/tal_filler.png",1,64,64,68,366.6895842,366.6895842,367.0228949,367.0212497,"d",2.862698583,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"66",1,1,"sound/kan_shape_step3.wav","image1/kan_taste.png","image2/kan_liver.png",1,65,65,17,370.0742962,370.0742962,370.3895624,370.3895306,"d",3.272185042,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"67",1,1,"sound/pam_peak_step5.wav","image1/pam_night.png","image2/pam_chestnut.png",1,66,66,9,373.8398421,373.8398421,374.1727483,374.1714134,"k",3.271250333,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"68",1,1,"sound/pal_LH_filler.wav","image1/pal_LH_filler.png","image2/tal_filler.png",1,67,67,41,377.6432946,377.6432946,377.9561575,377.9561702,"d",3.235292042,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"69",1,1,"sound/pal_peak_step1.wav","image1/pal_foot.png","image2/pal_shade.png",1,68,68,10,381.3641385,381.3641385,381.7064551,381.7048039,"k",3.071683541,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"70",1,1,"sound/pan_filler.wav","image1/pan_filler.png","image2/pang_filler.png",2,69,69,60,384.9451035,384.9451035,385.3046755,385.3062565,"d",3.019056334,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"71",1,1,"sound/kan_peak_step4.wav","image1/kan_taste.png","image2/kan_liver.png",1,70,70,3,388.5297116,388.5297116,388.8383117,388.8399444,"k",3.621220541,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"72",1,1,"sound/pam_LH_filler.wav","image1/pam_LH_filler.png","image2/tam_filler.png",1,71,71,39,392.6550503,392.6550503,392.9727856,392.9730828,"d",3.886691083,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"73",1,1,"sound/kam_filler.wav","image1/kam_filler.png","image2/kang_filler.png",1,72,72,64,397.037239,397.037239,397.3730558,397.3716062,"d",2.951004083,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"74",1,1,"sound/tan_filler.wav","image1/tan_filler.png","image2/nan_filler.png",1,73,73,66,400.5180934,400.5180934,400.8563914,400.8548508,"d",2.908818166,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"75",1,1,"sound/nam_filler.wav","image1/nam_filler.png","image2/pam_LH_filler.png",2,74,74,55,403.9314155,403.9314155,404.2880702,404.2881767,"d",3.137393625,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",1
"76",2,2,"sound/tam_filler.wav","image1/tam_filler.png","image2/nam_filler.png",1,0,0,72,437.6208417,437.6208417,437.9549469,437.9549908,"d",2.985511041,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"77",2,2,"sound/tal_filler.wav","image1/tal_filler.png","image2/pal_H_filler.png",2,1,1,58,441.1529412,441.1529412,441.4732561,441.4733088,"d",2.829169042,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"78",2,2,"sound/pan_filler.wav","image1/pan_filler.png","image2/pam_LH_filler.png",2,2,2,49,444.4734973,444.4734973,444.8065598,444.8050882,"d",2.943377541,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"79",2,2,"sound/nan_filler.wav","image1/nan_filler.png","image2/kan_H_filler.png",2,3,3,54,447.9504334,447.9504334,448.2552948,448.2567767,"d",3.423541042,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"80",2,2,"sound/tan_filler.wav","image1/tan_filler.png","image2/nan_filler.png",1,4,4,71,451.8789653,451.8789653,452.1900309,452.1900571,"d",2.944236083,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"81",2,2,"sound/pam_shape_step1.wav","image1/pam_night.png","image2/pam_chestnut.png",1,5,5,20,455.3083369,455.3083369,455.6399546,455.6385298,"d",3.922480166,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"82",2,2,"sound/khal_filler.wav","image1/khal_filler.png","image2/tal_filler.png",1,6,6,63,459.7642128,459.7642128,460.0717365,460.0732578,"d",2.968008667,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"83",2,2,"sound/pal_shape_step4.wav","image1/pal_foot.png","image2/pal_shade.png",1,7,7,28,463.2148531,463.2148531,463.5564263,463.5552525,"d",3.722210167,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"84",2,2,"sound/pam_shape_step5.wav","image1/pam_night.png","image2/pam_chestnut.png",1,8,8,24,467.4584201,467.4584201,467.7900761,467.7883824,"d",2.991094583,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"85",2,2,"sound/pam_LH_filler.wav","image1/pam_LH_filler.png","image2/pang_filler.png",1,9,9,33,470.9457113,470.9457113,471.3053068,471.3069313,"d",3.036320917,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"86",2,2,"sound/nan_filler.wav","image1/nan_filler.png","image2/tan_filler.png",1,10,10,44,474.5425202,474.5425202,474.8565451,474.8566531,"d",2.999517625,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"87",2,2,"sound/pang_filler.wav","image1/pang_filler.png","image2/pan_filler.png",1,11,11,43,478.0055141,478.0055141,478.3722052,478.3735979,"d",2.94944275,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"88",2,2,"sound/pal_H_filler.wav","image1/pal_H_filler.png","image2/pan_filler.png",1,12,12,34,481.4821116,481.4821116,481.8234191,481.8218549,"d",3.780188958,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"89",2,2,"sound/tan_filler.wav","image1/tan_filler.png","image2/kan_LH_filler.png",2,13,13,53,485.7870105,485.7870105,486.123117,486.1218369,"d",2.962211083,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"90",2,2,"sound/nam_filler.wav","image1/nam_filler.png","image2/pam_LH_filler.png",2,14,14,55,489.2479675,489.2479675,489.5904514,489.5885012,"d",2.93641,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"91",2,2,"sound/pang_filler.wav","image1/pang_filler.png","image2/pal_H_filler.png",2,15,15,52,492.6907884,492.6907884,493.0385582,493.0388396,"d",2.995832334,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"92",2,2,"sound/kan_H_filler.wav","image1/kan_H_filler.png","image2/kam_filler.png",1,16,16,30,496.2220649,496.2220649,496.5399641,496.5405937,"d",2.973056416,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"93",2,2,"sound/pam_peak_step5.wav","image1/pam_night.png","image2/pam_chestnut.png",1,17,17,9,499.6928106,499.6928106,500.0234361,500.0219746,"k",2.991666042,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"94",2,2,"sound/pam_H_filler.wav","image1/pam_H_filler.png","image2/pan_filler.png",1,18,18,32,503.18745,503.18745,503.5235604,503.5217705,"d",2.936770416,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"95",2,2,"sound/kan_peak_step5.wav","image1/kan_taste.png","image2/kan_liver.png",1,19,19,4,506.6630401,506.6630401,506.9735999,506.973649,"k",2.962782583,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"96",2,2,"sound/pam_shape_step2.wav","image1/pam_night.png","image2/pam_chestnut.png",1,20,20,21,510.107134,510.107134,510.4401734,510.4387509,"d",3.10449925,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"97",2,2,"sound/pam_LH_filler.wav","image1/pam_LH_filler.png","image2/tam_filler.png",1,21,21,39,513.7349112,513.7349112,514.056813,514.0566998,"d",3.901415458,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"98",2,2,"sound/pam_peak_step2.wav","image1/pam_night.png","image2/pam_chestnut.png",1,22,22,6,518.1400293,518.1400293,518.488475,518.4887197,"k",3.168274667,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"99",2,2,"sound/pan_filler.wav","image1/pan_filler.png","image2/pang_filler.png",2,23,23,60,521.8142362,521.8142362,522.1721443,522.172183,"d",2.96770275,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"100",2,2,"sound/tan_filler.wav","image1/tan_filler.png","image2/nan_filler.png",1,24,24,61,525.3209011,525.3209011,525.6564239,525.6551528,"d",3.732655459,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"101",2,2,"sound/kan_LH_filler.wav","image1/kan_LH_filler.png","image2/nan_filler.png",1,25,25,37,529.565676,529.565676,529.8897847,529.8899888,"d",3.071640334,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"102",2,2,"sound/pal_shape_step1.wav","image1/pal_foot.png","image2/pal_shade.png",1,26,26,25,533.126766,533.126766,533.4718949,533.4720795,"d",2.986642667,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"103",2,2,"sound/tam_filler.wav","image1/tam_filler.png","image2/nam_filler.png",1,27,27,62,536.6416442,536.6416442,536.9735489,536.9721455,"d",2.957084792,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"104",2,2,"sound/tam_filler.wav","image1/tam_filler.png","image2/nam_filler.png",1,28,28,67,540.0972194,540.0972194,540.4553685,540.4553331,"d",4.873600292,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"105",2,2,"sound/khal_filler.wav","image1/khal_filler.png","image2/tal_filler.png",1,29,29,68,545.5201855,545.5201855,545.8403924,545.8402123,"d",2.922672833,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"106",2,2,"sound/khal_filler.wav","image1/khal_filler.png","image2/tal_filler.png",1,30,30,73,548.9510328,548.9510328,549.2901797,549.28883,"d",2.70998375,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"107",2,2,"sound/pal_peak_step5.wav","image1/pal_foot.png","image2/pal_shade.png",1,31,31,14,552.1661862,552.1661862,552.5220172,552.5221286,"k",3.012697375,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"108",2,2,"sound/kan_shape_step2.wav","image1/kan_taste.png","image2/kan_liver.png",1,32,32,16,555.725463,555.725463,556.0406925,556.0407523,"d",3.031650042,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"109",2,2,"sound/pan_filler.wav","image1/pan_filler.png","image2/pal_LH_filler.png",2,33,33,51,559.2541477,559.2541477,559.6052292,559.6054515,"d",2.999977,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"110",2,2,"sound/kan_peak_step3.wav","image1/kan_taste.png","image2/kan_liver.png",1,34,34,2,562.7934652,562.7934652,563.1069682,563.1069547,"k",2.979467166,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
"111",2,2,"sound/kang_filler.wav","image1/kang_filler.png","image2/kan_H_filler.png",2,35,35,48,566.2847444,566.2847444,566.6069551,566.6072759,"d",4.111162542,"NF01","Female",22,"2023-02-08_11h34.35.902","id","2022.2.3","None",2
